month,spec,n_files,n_lines,commit
2022-03,versioned-api,6,1124,316c6501
2022-04,atlas-data-lake-testing,7,155,de75e99f
2022-04,auth,1,395,de75e99f
2022-04,change-streams,5,3624,de75e99f
2022-04,client-side-encryption,47,5460,de75e99f
2022-04,collection-management,2,223,de75e99f
2022-04,command-monitoring,13,1254,de75e99f
2022-04,connection-monitoring-and-pooling,31,1291,de75e99f
2022-04,connection-string,8,1219,de75e99f
2022-04,crud,135,13480,de75e99f
2022-04,gridfs,5,978,de75e99f
2022-04,initial-dns-seedlist-discovery,50,438,de75e99f
2022-04,load-balancers,8,1702,de75e99f
2022-04,max-staleness,32,1007,de75e99f
2022-04,read-write-concern,8,645,de75e99f
2022-04,retryable-reads,43,4596,de75e99f
2022-04,retryable-writes,32,3019,de75e99f
2022-04,server-discovery-and-monitoring,203,14204,de75e99f
2022-04,server-selection,68,1384,de75e99f
2022-04,sessions,6,1393,de75e99f
2022-04,transactions,35,13890,de75e99f
2022-04,transactions-convenient-api,9,1911,de75e99f
2022-04,unified-test-format,263,6187,de75e99f
2022-04,uri-options,10,1254,de75e99f
2022-04,versioned-api,6,1128,de75e99f
2022-05,atlas-data-lake-testing,7,155,bf372a16
2022-05,auth,1,395,bf372a16
2022-05,change-streams,6,3928,bf372a16
2022-05,client-side-encryption,63,7907,bf372a16
2022-05,client-side-operations-timeout,26,21075,bf372a16
2022-05,collection-management,4,372,bf372a16
2022-05,command-monitoring,13,1398,bf372a16
2022-05,connection-monitoring-and-pooling,31,1291,bf372a16
2022-05,connection-string,8,1219,bf372a16
2022-05,crud,135,13524,bf372a16
2022-05,gridfs,5,978,bf372a16
2022-05,initial-dns-seedlist-discovery,50,438,bf372a16
2022-05,load-balancers,8,1702,bf372a16
2022-05,max-staleness,32,1007,bf372a16
2022-05,read-write-concern,8,645,bf372a16
2022-05,retryable-reads,43,4596,bf372a16
2022-05,retryable-writes,32,3019,bf372a16
2022-05,server-discovery-and-monitoring,203,14204,bf372a16
2022-05,server-selection,68,1384,bf372a16
2022-05,sessions,6,1393,bf372a16
2022-05,transactions,36,14003,bf372a16
2022-05,transactions-convenient-api,9,1911,bf372a16
2022-05,unified-test-format,264,6220,bf372a16
2022-05,uri-options,10,1280,bf372a16
2022-05,versioned-api,6,1128,bf372a16
2022-06,atlas-data-lake-testing,7,155,b3e06831
2022-06,auth,1,395,b3e06831
2022-06,change-streams,6,3930,b3e06831
2022-06,client-side-encryption,63,7900,b3e06831
2022-06,client-side-operations-timeout,26,21183,b3e06831
2022-06,collection-management,4,372,b3e06831
2022-06,command-monitoring,13,1398,b3e06831
2022-06,connection-monitoring-and-pooling,31,1291,b3e06831
2022-06,connection-string,8,1219,b3e06831
2022-06,crud,136,13622,b3e06831
2022-06,gridfs,5,978,b3e06831
2022-06,initial-dns-seedlist-discovery,50,438,b3e06831
2022-06,load-balancers,8,1702,b3e06831
2022-06,max-staleness,32,1007,b3e06831
2022-06,read-write-concern,8,645,b3e06831
2022-06,retryable-reads,43,4596,b3e06831
2022-06,retryable-writes,32,3019,b3e06831
2022-06,server-discovery-and-monitoring,203,14204,b3e06831
2022-06,server-selection,68,1384,b3e06831
2022-06,sessions,6,1392,b3e06831
2022-06,transactions,36,14003,b3e06831
2022-06,transactions-convenient-api,9,1911,b3e06831
2022-06,unified-test-format,264,6221,b3e06831
2022-06,uri-options,10,1280,b3e06831
2022-06,versioned-api,6,1128,b3e06831
2022-07,atlas-data-lake-testing,7,155,07260166
2022-07,auth,1,395,07260166
2022-07,change-streams,6,3933,07260166
2022-07,client-side-encryption,63,7900,07260166
2022-07,client-side-operations-timeout,26,21197,07260166
2022-07,collection-management,4,372,07260166
2022-07,command-monitoring,13,1398,07260166
2022-07,connection-monitoring-and-pooling,31,1291,07260166
2022-07,connection-string,8,1219,07260166
2022-07,crud,136,13622,07260166
2022-07,gridfs,5,978,07260166
2022-07,initial-dns-seedlist-discovery,50,438,07260166
2022-07,load-balancers,8,1702,07260166
2022-07,max-staleness,32,1007,07260166
2022-07,read-write-concern,8,645,07260166
2022-07,retryable-reads,43,4596,07260166
2022-07,retryable-writes,32,3019,07260166
2022-07,server-discovery-and-monitoring,203,14182,07260166
2022-07,server-selection,68,1384,07260166
2022-07,sessions,6,1392,07260166
2022-07,transactions,37,14067,07260166
2022-07,transactions-convenient-api,9,1911,07260166
2022-07,unified-test-format,264,6222,07260166
2022-07,uri-options,10,1280,07260166
2022-07,versioned-api,6,1128,07260166
2022-08,atlas-data-lake-testing,7,155,d9a0e7b2
2022-08,auth,1,395,d9a0e7b2
2022-08,change-streams,8,4083,d9a0e7b2
2022-08,client-side-encryption,63,7904,d9a0e7b2
2022-08,client-side-operations-timeout,26,21197,d9a0e7b2
2022-08,collection-management,4,372,d9a0e7b2
2022-08,command-monitoring,13,1398,d9a0e7b2
2022-08,connection-monitoring-and-pooling,31,1291,d9a0e7b2
2022-08,connection-string,8,1219,d9a0e7b2
2022-08,crud,136,13622,d9a0e7b2
2022-08,gridfs,5,978,d9a0e7b2
2022-08,initial-dns-seedlist-discovery,50,474,d9a0e7b2
2022-08,load-balancers,8,1702,d9a0e7b2
2022-08,max-staleness,32,1007,d9a0e7b2
2022-08,read-write-concern,8,645,d9a0e7b2
2022-08,retryable-reads,43,4596,d9a0e7b2
2022-08,retryable-writes,32,3019,d9a0e7b2
2022-08,server-discovery-and-monitoring,203,15164,d9a0e7b2
2022-08,server-selection,68,1384,d9a0e7b2
2022-08,sessions,6,1392,d9a0e7b2
2022-08,transactions,37,14067,d9a0e7b2
2022-08,transactions-convenient-api,9,1911,d9a0e7b2
2022-08,unified-test-format,271,6310,d9a0e7b2
2022-08,uri-options,10,1280,d9a0e7b2
2022-08,versioned-api,6,1128,d9a0e7b2
2022-09,atlas-data-lake-testing,7,155,92b6c0d5
2022-09,auth,1,395,92b6c0d5
2022-09,change-streams,8,4086,92b6c0d5
2022-09,client-side-encryption,63,7904,92b6c0d5
2022-09,client-side-operations-timeout,26,21197,92b6c0d5
2022-09,collection-management,4,372,92b6c0d5
2022-09,command-monitoring,13,1398,92b6c0d5
2022-09,connection-monitoring-and-pooling,34,1427,92b6c0d5
2022-09,connection-string,8,1219,92b6c0d5
2022-09,crud,136,13622,92b6c0d5
2022-09,gridfs,5,978,92b6c0d5
2022-09,initial-dns-seedlist-discovery,50,474,92b6c0d5
2022-09,load-balancers,8,1702,92b6c0d5
2022-09,max-staleness,32,1007,92b6c0d5
2022-09,read-write-concern,8,645,92b6c0d5
2022-09,retryable-reads,43,4596,92b6c0d5
2022-09,retryable-writes,32,3019,92b6c0d5
2022-09,server-discovery-and-monitoring,204,15503,92b6c0d5
2022-09,server-selection,68,1384,92b6c0d5
2022-09,sessions,6,1392,92b6c0d5
2022-09,transactions,37,14067,92b6c0d5
2022-09,transactions-convenient-api,9,1911,92b6c0d5
2022-09,unified-test-format,272,6323,92b6c0d5
2022-09,uri-options,10,1280,92b6c0d5
2022-09,versioned-api,6,1128,92b6c0d5
2022-10,atlas-data-lake-testing,7,155,a1bd61e6
2022-10,auth,1,395,a1bd61e6
2022-10,change-streams,8,4086,a1bd61e6
2022-10,client-side-encryption,63,7904,a1bd61e6
2022-10,client-side-operations-timeout,26,21200,a1bd61e6
2022-10,collection-management,5,431,a1bd61e6
2022-10,command-logging-and-monitoring,22,2866,a1bd61e6
2022-10,connection-monitoring-and-pooling,34,1427,a1bd61e6
2022-10,connection-string,8,1219,a1bd61e6
2022-10,crud,142,13922,a1bd61e6
2022-10,gridfs,5,978,a1bd61e6
2022-10,initial-dns-seedlist-discovery,50,474,a1bd61e6
2022-10,load-balancers,8,1702,a1bd61e6
2022-10,max-staleness,32,1007,a1bd61e6
2022-10,read-write-concern,8,645,a1bd61e6
2022-10,retryable-reads,43,4596,a1bd61e6
2022-10,retryable-writes,32,3019,a1bd61e6
2022-10,server-discovery-and-monitoring,208,15963,a1bd61e6
2022-10,server-selection,68,1384,a1bd61e6
2022-10,sessions,6,1392,a1bd61e6
2022-10,transactions,37,14067,a1bd61e6
2022-10,transactions-convenient-api,9,1911,a1bd61e6
2022-10,unified-test-format,297,6702,a1bd61e6
2022-10,uri-options,10,1280,a1bd61e6
2022-10,versioned-api,6,1128,a1bd61e6
2022-11,atlas-data-lake-testing,7,155,735a6676
2022-11,auth,1,395,735a6676
2022-11,change-streams,8,4086,735a6676
2022-11,client-side-encryption,63,7904,735a6676
2022-11,client-side-operations-timeout,26,21200,735a6676
2022-11,collection-management,5,431,735a6676
2022-11,command-logging-and-monitoring,22,2884,735a6676
2022-11,connection-monitoring-and-pooling,36,1876,735a6676
2022-11,connection-string,8,1219,735a6676
2022-11,crud,142,13922,735a6676
2022-11,gridfs,5,978,735a6676
2022-11,initial-dns-seedlist-discovery,50,474,735a6676
2022-11,load-balancers,8,1702,735a6676
2022-11,max-staleness,32,1007,735a6676
2022-11,read-write-concern,8,645,735a6676
2022-11,retryable-reads,43,5809,735a6676
2022-11,retryable-writes,32,3667,735a6676
2022-11,server-discovery-and-monitoring,208,15963,735a6676
2022-11,server-selection,68,1384,735a6676
2022-11,sessions,7,1511,735a6676
2022-11,transactions,37,14067,735a6676
2022-11,transactions-convenient-api,9,1911,735a6676
2022-11,unified-test-format,297,6708,735a6676
2022-11,uri-options,10,1280,735a6676
2022-11,versioned-api,6,1128,735a6676
2022-12,atlas-data-lake-testing,7,155,3a90e3ff
2022-12,auth,1,395,3a90e3ff
2022-12,change-streams,8,4086,3a90e3ff
2022-12,client-side-encryption,94,18969,3a90e3ff
2022-12,client-side-operations-timeout,26,21200,3a90e3ff
2022-12,collection-management,5,431,3a90e3ff
2022-12,command-logging-and-monitoring,22,2884,3a90e3ff
2022-12,connection-monitoring-and-pooling,36,1876,3a90e3ff
2022-12,connection-string,8,1219,3a90e3ff
2022-12,crud,142,13922,3a90e3ff
2022-12,gridfs,5,978,3a90e3ff
2022-12,initial-dns-seedlist-discovery,50,474,3a90e3ff
2022-12,load-balancers,8,1702,3a90e3ff
2022-12,max-staleness,32,1007,3a90e3ff
2022-12,read-write-concern,8,645,3a90e3ff
2022-12,retryable-reads,43,5809,3a90e3ff
2022-12,retryable-writes,33,3721,3a90e3ff
2022-12,server-discovery-and-monitoring,208,15963,3a90e3ff
2022-12,server-selection,68,1384,3a90e3ff
2022-12,sessions,7,1511,3a90e3ff
2022-12,transactions,37,14067,3a90e3ff
2022-12,transactions-convenient-api,9,1911,3a90e3ff
2022-12,unified-test-format,297,6708,3a90e3ff
2022-12,uri-options,10,1280,3a90e3ff
2022-12,versioned-api,6,1128,3a90e3ff
2023-01,atlas-data-lake-testing,7,155,0a44c5bb
2023-01,auth,1,395,0a44c5bb
2023-01,change-streams,8,4086,0a44c5bb
2023-01,client-side-encryption,106,28841,0a44c5bb
2023-01,client-side-operations-timeout,26,21200,0a44c5bb
2023-01,collection-management,5,431,0a44c5bb
2023-01,command-logging-and-monitoring,24,3029,0a44c5bb
2023-01,connection-monitoring-and-pooling,36,1876,0a44c5bb
2023-01,connection-string,8,1219,0a44c5bb
2023-01,crud,142,13922,0a44c5bb
2023-01,gridfs,5,978,0a44c5bb
2023-01,initial-dns-seedlist-discovery,52,500,0a44c5bb
2023-01,load-balancers,8,1702,0a44c5bb
2023-01,max-staleness,32,1007,0a44c5bb
2023-01,read-write-concern,8,645,0a44c5bb
2023-01,retryable-reads,43,5809,0a44c5bb
2023-01,retryable-writes,33,3721,0a44c5bb
2023-01,server-discovery-and-monitoring,208,15963,0a44c5bb
2023-01,server-selection,68,1384,0a44c5bb
2023-01,sessions,7,1511,0a44c5bb
2023-01,transactions,37,14067,0a44c5bb
2023-01,transactions-convenient-api,9,1911,0a44c5bb
2023-01,unified-test-format,297,6708,0a44c5bb
2023-01,uri-options,10,1280,0a44c5bb
2023-01,versioned-api,6,1128,0a44c5bb
2023-02,atlas-data-lake-testing,7,155,8f6f4a3a
2023-02,auth,3,664,8f6f4a3a
2023-02,change-streams,8,4086,8f6f4a3a
2023-02,client-side-encryption,106,28841,8f6f4a3a
2023-02,client-side-operations-timeout,26,21286,8f6f4a3a
2023-02,collection-management,5,431,8f6f4a3a
2023-02,command-logging-and-monitoring,24,3029,8f6f4a3a
2023-02,connection-monitoring-and-pooling,36,1900,8f6f4a3a
2023-02,connection-string,8,1219,8f6f4a3a
2023-02,crud,142,13922,8f6f4a3a
2023-02,gridfs,5,978,8f6f4a3a
2023-02,initial-dns-seedlist-discovery,52,500,8f6f4a3a
2023-02,load-balancers,8,1702,8f6f4a3a
2023-02,max-staleness,32,1007,8f6f4a3a
2023-02,read-write-concern,8,645,8f6f4a3a
2023-02,retryable-reads,43,5809,8f6f4a3a
2023-02,retryable-writes,33,3721,8f6f4a3a
2023-02,server-discovery-and-monitoring,208,15963,8f6f4a3a
2023-02,server-selection,68,1384,8f6f4a3a
2023-02,sessions,7,1511,8f6f4a3a
2023-02,transactions,37,14067,8f6f4a3a
2023-02,transactions-convenient-api,9,1911,8f6f4a3a
2023-02,unified-test-format,297,6708,8f6f4a3a
2023-02,uri-options,10,1280,8f6f4a3a
2023-02,versioned-api,6,1128,8f6f4a3a
2023-03,atlas-data-lake-testing,7,155,ba9a3af8
2023-03,auth,3,664,ba9a3af8
2023-03,change-streams,8,4086,ba9a3af8
2023-03,client-side-encryption,106,28525,ba9a3af8
2023-03,client-side-operations-timeout,26,21286,ba9a3af8
2023-03,collection-management,5,466,ba9a3af8
2023-03,command-logging-and-monitoring,24,3029,ba9a3af8
2023-03,connection-monitoring-and-pooling,36,1900,ba9a3af8
2023-03,connection-string,8,1219,ba9a3af8
2023-03,crud,142,13922,ba9a3af8
2023-03,gridfs,5,978,ba9a3af8
2023-03,initial-dns-seedlist-discovery,52,500,ba9a3af8
2023-03,load-balancers,8,1702,ba9a3af8
2023-03,max-staleness,32,1007,ba9a3af8
2023-03,read-write-concern,8,645,ba9a3af8
2023-03,retryable-reads,43,5809,ba9a3af8
2023-03,retryable-writes,33,3721,ba9a3af8
2023-03,server-discovery-and-monitoring,208,15963,ba9a3af8
2023-03,server-selection,68,1384,ba9a3af8
2023-03,sessions,7,1511,ba9a3af8
2023-03,transactions,37,14067,ba9a3af8
2023-03,transactions-convenient-api,9,1911,ba9a3af8
2023-03,unified-test-format,297,6708,ba9a3af8
2023-03,uri-options,10,1280,ba9a3af8
2023-03,versioned-api,6,1128,ba9a3af8
2023-04,atlas-data-lake-testing,7,155,5112bcca
2023-04,auth,3,664,5112bcca
2023-04,change-streams,8,4086,5112bcca
2023-04,client-side-encryption,107,28719,5112bcca
2023-04,client-side-operations-timeout,26,21286,5112bcca
2023-04,collection-management,5,466,5112bcca
2023-04,command-logging-and-monitoring,24,3029,5112bcca
2023-04,connection-monitoring-and-pooling,36,1900,5112bcca
2023-04,connection-string,8,1219,5112bcca
2023-04,crud,142,13922,5112bcca
2023-04,gridfs,5,978,5112bcca
2023-04,initial-dns-seedlist-discovery,52,500,5112bcca
2023-04,load-balancers,8,1702,5112bcca
2023-04,max-staleness,32,1007,5112bcca
2023-04,read-write-concern,8,645,5112bcca
2023-04,retryable-reads,43,5809,5112bcca
2023-04,retryable-writes,33,3721,5112bcca
2023-04,run-command,1,242,5112bcca
2023-04,server-discovery-and-monitoring,208,15963,5112bcca
2023-04,server-selection,68,1384,5112bcca
2023-04,sessions,7,1511,5112bcca
2023-04,transactions,37,14067,5112bcca
2023-04,transactions-convenient-api,9,1911,5112bcca
2023-04,unified-test-format,297,6699,5112bcca
2023-04,uri-options,10,1280,5112bcca
2023-04,versioned-api,6,1128,5112bcca
2023-05,atlas-data-lake-testing,7,155,9e770b54
2023-05,auth,3,664,9e770b54
2023-05,change-streams,8,4087,9e770b54
2023-05,client-side-encryption,107,28741,9e770b54
2023-05,client-side-operations-timeout,27,21591,9e770b54
2023-05,collection-management,5,466,9e770b54
2023-05,command-logging-and-monitoring,24,3029,9e770b54
2023-05,connection-monitoring-and-pooling,36,1900,9e770b54
2023-05,connection-string,8,1219,9e770b54
2023-05,crud,142,13922,9e770b54
2023-05,gridfs,5,978,9e770b54
2023-05,index-management,5,305,9e770b54
2023-05,initial-dns-seedlist-discovery,52,500,9e770b54
2023-05,load-balancers,8,1702,9e770b54
2023-05,max-staleness,32,1007,9e770b54
2023-05,read-write-concern,8,645,9e770b54
2023-05,retryable-reads,43,5809,9e770b54
2023-05,retryable-writes,33,3721,9e770b54
2023-05,run-command,2,710,9e770b54
2023-05,server-discovery-and-monitoring,208,15963,9e770b54
2023-05,server-selection,73,1950,9e770b54
2023-05,sessions,7,1510,9e770b54
2023-05,transactions,37,14067,9e770b54
2023-05,transactions-convenient-api,9,1911,9e770b54
2023-05,unified-test-format,299,6824,9e770b54
2023-05,uri-options,10,1280,9e770b54
2023-05,versioned-api,6,1128,9e770b54
2023-06,atlas-data-lake-testing,7,155,8debfaeb
2023-06,auth,3,664,8debfaeb
2023-06,change-streams,8,4087,8debfaeb
2023-06,client-side-encryption,107,28681,8debfaeb
2023-06,client-side-operations-timeout,27,21591,8debfaeb
2023-06,collection-management,5,466,8debfaeb
2023-06,command-logging-and-monitoring,24,3038,8debfaeb
2023-06,connection-monitoring-and-pooling,36,1900,8debfaeb
2023-06,connection-string,8,1219,8debfaeb
2023-06,crud,142,13922,8debfaeb
2023-06,gridfs,5,978,8debfaeb
2023-06,index-management,5,305,8debfaeb
2023-06,initial-dns-seedlist-discovery,52,500,8debfaeb
2023-06,load-balancers,8,1702,8debfaeb
2023-06,max-staleness,32,1007,8debfaeb
2023-06,read-write-concern,8,645,8debfaeb
2023-06,retryable-reads,43,5809,8debfaeb
2023-06,retryable-writes,33,3721,8debfaeb
2023-06,run-command,2,710,8debfaeb
2023-06,server-discovery-and-monitoring,208,15963,8debfaeb
2023-06,server-selection,73,1950,8debfaeb
2023-06,sessions,7,1510,8debfaeb
2023-06,transactions,37,14067,8debfaeb
2023-06,transactions-convenient-api,9,1911,8debfaeb
2023-06,unified-test-format,301,6856,8debfaeb
2023-06,uri-options,10,1280,8debfaeb
2023-06,versioned-api,6,1128,8debfaeb
2023-07,atlas-data-lake-testing,7,155,267a54d1
2023-07,auth,3,664,267a54d1
2023-07,change-streams,8,4087,267a54d1
2023-07,client-side-encryption,107,28681,267a54d1
2023-07,client-side-operations-timeout,27,21591,267a54d1
2023-07,collection-management,5,466,267a54d1
2023-07,command-logging-and-monitoring,24,3038,267a54d1
2023-07,connection-monitoring-and-pooling,36,1900,267a54d1
2023-07,connection-string,8,1219,267a54d1
2023-07,crud,142,13922,267a54d1
2023-07,gridfs,5,978,267a54d1
2023-07,index-management,5,314,267a54d1
2023-07,initial-dns-seedlist-discovery,52,500,267a54d1
2023-07,load-balancers,8,1702,267a54d1
2023-07,max-staleness,32,1007,267a54d1
2023-07,read-write-concern,8,645,267a54d1
2023-07,retryable-reads,43,5809,267a54d1
2023-07,retryable-writes,33,3721,267a54d1
2023-07,run-command,2,710,267a54d1
2023-07,server-discovery-and-monitoring,212,16828,267a54d1
2023-07,server-selection,73,1950,267a54d1
2023-07,sessions,7,1510,267a54d1
2023-07,transactions,37,14067,267a54d1
2023-07,transactions-convenient-api,9,1911,267a54d1
2023-07,unified-test-format,304,6901,267a54d1
2023-07,uri-options,10,1280,267a54d1
2023-07,versioned-api,6,1128,267a54d1
2023-08,atlas-data-lake-testing,7,155,b88f8002
2023-08,auth,3,664,b88f8002
2023-08,change-streams,8,4087,b88f8002
2023-08,client-side-encryption,107,28681,b88f8002
2023-08,client-side-operations-timeout,27,21591,b88f8002
2023-08,collection-management,5,466,b88f8002
2023-08,command-logging-and-monitoring,24,3038,b88f8002
2023-08,connection-monitoring-and-pooling,36,1905,b88f8002
2023-08,connection-string,8,1219,b88f8002
2023-08,crud,142,13922,b88f8002
2023-08,gridfs,5,978,b88f8002
2023-08,index-management,5,314,b88f8002
2023-08,initial-dns-seedlist-discovery,52,500,b88f8002
2023-08,load-balancers,8,1702,b88f8002
2023-08,max-staleness,32,1007,b88f8002
2023-08,read-write-concern,8,645,b88f8002
2023-08,retryable-reads,43,5809,b88f8002
2023-08,retryable-writes,33,3721,b88f8002
2023-08,run-command,2,710,b88f8002
2023-08,server-discovery-and-monitoring,212,16828,b88f8002
2023-08,server-selection,73,1950,b88f8002
2023-08,sessions,7,1510,b88f8002
2023-08,transactions,37,14067,b88f8002
2023-08,transactions-convenient-api,9,1911,b88f8002
2023-08,unified-test-format,304,6901,b88f8002
2023-08,uri-options,10,1280,b88f8002
2023-08,versioned-api,6,1128,b88f8002
2023-09,atlas-data-lake-testing,7,155,38e65fc8
2023-09,auth,3,664,38e65fc8
2023-09,change-streams,8,4087,38e65fc8
2023-09,client-side-encryption,107,28681,38e65fc8
2023-09,client-side-operations-timeout,27,21591,38e65fc8
2023-09,collection-management,5,466,38e65fc8
2023-09,command-logging-and-monitoring,24,3038,38e65fc8
2023-09,connection-monitoring-and-pooling,36,1905,38e65fc8
2023-09,connection-string,8,1224,38e65fc8
2023-09,crud,142,13922,38e65fc8
2023-09,gridfs,5,978,38e65fc8
2023-09,index-management,5,314,38e65fc8
2023-09,initial-dns-seedlist-discovery,52,500,38e65fc8
2023-09,load-balancers,8,1702,38e65fc8
2023-09,max-staleness,32,1007,38e65fc8
2023-09,read-write-concern,8,645,38e65fc8
2023-09,retryable-reads,43,5809,38e65fc8
2023-09,retryable-writes,33,3721,38e65fc8
2023-09,run-command,2,710,38e65fc8
2023-09,server-discovery-and-monitoring,212,16828,38e65fc8
2023-09,server-selection,73,1950,38e65fc8
2023-09,sessions,7,1510,38e65fc8
2023-09,transactions,38,14088,38e65fc8
2023-09,transactions-convenient-api,9,1911,38e65fc8
2023-09,unified-test-format,304,6901,38e65fc8
2023-09,uri-options,10,1280,38e65fc8
2023-09,versioned-api,6,1128,38e65fc8
2023-10,atlas-data-lake-testing,7,155,d1157f7e
2023-10,auth,3,664,d1157f7e
2023-10,change-streams,8,4087,d1157f7e
2023-10,client-side-encryption,107,28681,d1157f7e
2023-10,client-side-operations-timeout,27,21591,d1157f7e
2023-10,collection-management,5,466,d1157f7e
2023-10,command-logging-and-monitoring,24,3038,d1157f7e
2023-10,connection-monitoring-and-pooling,36,1905,d1157f7e
2023-10,connection-string,8,1224,d1157f7e
2023-10,crud,142,13922,d1157f7e
2023-10,gridfs,5,978,d1157f7e
2023-10,index-management,5,314,d1157f7e
2023-10,initial-dns-seedlist-discovery,52,500,d1157f7e
2023-10,load-balancers,8,1702,d1157f7e
2023-10,max-staleness,32,1007,d1157f7e
2023-10,read-write-concern,8,645,d1157f7e
2023-10,retryable-reads,43,5809,d1157f7e
2023-10,retryable-writes,33,3721,d1157f7e
2023-10,run-command,2,710,d1157f7e
2023-10,server-discovery-and-monitoring,213,17001,d1157f7e
2023-10,server-selection,73,1950,d1157f7e
2023-10,sessions,7,1510,d1157f7e
2023-10,transactions,38,14088,d1157f7e
2023-10,transactions-convenient-api,9,1911,d1157f7e
2023-10,unified-test-format,304,6901,d1157f7e
2023-10,uri-options,11,1315,d1157f7e
2023-10,versioned-api,6,1128,d1157f7e
2023-11,atlas-data-lake-testing,7,155,a0bac5c8
2023-11,auth,3,664,a0bac5c8
2023-11,change-streams,8,4087,a0bac5c8
2023-11,client-side-encryption,107,28681,a0bac5c8
2023-11,client-side-operations-timeout,27,21591,a0bac5c8
2023-11,collection-management,5,466,a0bac5c8
2023-11,command-logging-and-monitoring,24,3038,a0bac5c8
2023-11,connection-monitoring-and-pooling,36,1905,a0bac5c8
2023-11,connection-string,8,1224,a0bac5c8
2023-11,crud,142,13922,a0bac5c8
2023-11,gridfs,5,978,a0bac5c8
2023-11,index-management,5,314,a0bac5c8
2023-11,initial-dns-seedlist-discovery,53,511,a0bac5c8
2023-11,load-balancers,8,1702,a0bac5c8
2023-11,max-staleness,32,1007,a0bac5c8
2023-11,read-write-concern,8,645,a0bac5c8
2023-11,retryable-reads,45,5945,a0bac5c8
2023-11,retryable-writes,33,3721,a0bac5c8
2023-11,run-command,2,710,a0bac5c8
2023-11,server-discovery-and-monitoring,213,17001,a0bac5c8
2023-11,server-selection,73,1950,a0bac5c8
2023-11,sessions,7,1510,a0bac5c8
2023-11,transactions,38,14088,a0bac5c8
2023-11,transactions-convenient-api,9,1911,a0bac5c8
2023-11,unified-test-format,304,6901,a0bac5c8
2023-11,uri-options,11,1315,a0bac5c8
2023-11,versioned-api,6,1128,a0bac5c8
2023-12,atlas-data-lake-testing,7,155,4c73bb13
2023-12,auth,3,664,4c73bb13
2023-12,change-streams,8,4087,4c73bb13
2023-12,client-side-encryption,107,28681,4c73bb13
2023-12,client-side-operations-timeout,27,21591,4c73bb13
2023-12,collection-management,5,466,4c73bb13
2023-12,command-logging-and-monitoring,24,3038,4c73bb13
2023-12,connection-monitoring-and-pooling,36,1905,4c73bb13
2023-12,connection-string,8,1248,4c73bb13
2023-12,crud,142,13922,4c73bb13
2023-12,gridfs,5,978,4c73bb13
2023-12,index-management,6,474,4c73bb13
2023-12,initial-dns-seedlist-discovery,53,511,4c73bb13
2023-12,load-balancers,8,1702,4c73bb13
2023-12,max-staleness,32,1007,4c73bb13
2023-12,read-write-concern,8,645,4c73bb13
2023-12,retryable-reads,45,5945,4c73bb13
2023-12,retryable-writes,33,3715,4c73bb13
2023-12,run-command,2,710,4c73bb13
2023-12,server-discovery-and-monitoring,213,17001,4c73bb13
2023-12,server-selection,73,1950,4c73bb13
2023-12,sessions,7,1510,4c73bb13
2023-12,transactions,38,14088,4c73bb13
2023-12,transactions-convenient-api,9,1911,4c73bb13
2023-12,unified-test-format,304,6903,4c73bb13
2023-12,uri-options,11,1315,4c73bb13
2023-12,versioned-api,6,1128,4c73bb13
2024-01,atlas-data-lake-testing,7,155,0b6b96b7
2024-01,auth,2,705,0b6b96b7
2024-01,change-streams,8,4087,0b6b96b7
2024-01,client-side-encryption,111,29414,0b6b96b7
2024-01,client-side-operations-timeout,27,21691,0b6b96b7
2024-01,collection-management,5,466,0b6b96b7
2024-01,command-logging-and-monitoring,24,3039,0b6b96b7
2024-01,connection-monitoring-and-pooling,35,1859,0b6b96b7
2024-01,connection-string,8,1248,0b6b96b7
2024-01,crud,142,13922,0b6b96b7
2024-01,gridfs,5,978,0b6b96b7
2024-01,index-management,6,474,0b6b96b7
2024-01,initial-dns-seedlist-discovery,53,511,0b6b96b7
2024-01,load-balancers,8,1702,0b6b96b7
2024-01,max-staleness,32,1007,0b6b96b7
2024-01,read-write-concern,8,645,0b6b96b7
2024-01,retryable-reads,45,5945,0b6b96b7
2024-01,retryable-writes,33,3803,0b6b96b7
2024-01,run-command,2,710,0b6b96b7
2024-01,server-discovery-and-monitoring,213,17001,0b6b96b7
2024-01,server-selection,73,1950,0b6b96b7
2024-01,sessions,7,1510,0b6b96b7
2024-01,transactions,41,14001,0b6b96b7
2024-01,transactions-convenient-api,10,1934,0b6b96b7
2024-01,unified-test-format,306,6936,0b6b96b7
2024-01,uri-options,11,1315,0b6b96b7
2024-01,versioned-api,6,1128,0b6b96b7
2024-02,atlas-data-lake-testing,7,155,2c080e87
2024-02,auth,2,705,2c080e87
2024-02,change-streams,8,4087,2c080e87
2024-02,client-side-encryption,111,29414,2c080e87
2024-02,client-side-operations-timeout,27,21691,2c080e87
2024-02,collection-management,5,466,2c080e87
2024-02,command-logging-and-monitoring,24,3039,2c080e87
2024-02,connection-monitoring-and-pooling,35,1859,2c080e87
2024-02,connection-string,8,1248,2c080e87
2024-02,crud,142,13922,2c080e87
2024-02,gridfs,5,978,2c080e87
2024-02,index-management,6,474,2c080e87
2024-02,initial-dns-seedlist-discovery,53,511,2c080e87
2024-02,load-balancers,8,1702,2c080e87
2024-02,max-staleness,32,1007,2c080e87
2024-02,read-write-concern,8,645,2c080e87
