month,spec,n_files,n_lines,commit
2025-12,load-balancers,8,1718,192976b1
2025-12,max-staleness,32,1007,192976b1
2025-12,mongodb-handshake,1,58,192976b1
2025-12,open-telemetry,22,2092,192976b1
2025-12,read-write-concern,8,842,192976b1
2025-12,retryable-reads,45,12397,192976b1
2025-12,retryable-writes,35,6470,192976b1
2025-12,run-command,2,710,192976b1
2025-12,server-discovery-and-monitoring,224,17830,192976b1
2025-12,server-selection,98,2695,192976b1
2025-12,sessions,7,1912,192976b1
2025-12,transactions,40,17215,192976b1
2025-12,transactions-convenient-api,10,2230,192976b1
2025-12,unified-test-format,318,7427,192976b1
2025-12,uri-options,11,1327,192976b1
2025-12,versioned-api,6,1170,192976b1
2026-01,auth,2,708,9e2acc6c
2026-01,change-streams,9,4148,9e2acc6c
2026-01,client-side-encryption,220,55591,9e2acc6c
2026-01,client-side-operations-timeout,28,22109,9e2acc6c
2026-01,collection-management,6,515,9e2acc6c
2026-01,command-logging-and-monitoring,25,3293,9e2acc6c
2026-01,connection-monitoring-and-pooling,35,1875,9e2acc6c
2026-01,connection-string,8,1258,9e2acc6c
2026-01,crud,189,19644,9e2acc6c
2026-01,gridfs,8,1194,9e2acc6c
2026-01,index-management,7,625,9e2acc6c
2026-01,initial-dns-seedlist-discovery,53,511,9e2acc6c
2026-01,load-balancers,8,1718,9e2acc6c
2026-01,max-staleness,32,1007,9e2acc6c
2026-01,mongodb-handshake,1,59,9e2acc6c
2026-01,open-telemetry,22,2092,9e2acc6c
2026-01,read-write-concern,8,842,9e2acc6c
2026-01,retryable-reads,45,12397,9e2acc6c
2026-01,retryable-writes,35,6470,9e2acc6c
2026-01,run-command,2,710,9e2acc6c
2026-01,server-discovery-and-monitoring,226,17993,9e2acc6c
2026-01,server-selection,99,2736,9e2acc6c
2026-01,sessions,7,1912,9e2acc6c
2026-01,transactions,40,17215,9e2acc6c
2026-01,transactions-convenient-api,10,2230,9e2acc6c
2026-01,unified-test-format,318,7427,9e2acc6c
2026-01,uri-options,11,1327,9e2acc6c
2026-01,versioned-api,6,1170,9e2acc6c
2026-02,auth,2,715,e8345205
2026-02,change-streams,9,4148,e8345205
2026-02,client-side-encryption,220,55591,e8345205
2026-02,client-side-operations-timeout,28,22174,e8345205
2026-02,collection-management,6,515,e8345205
2026-02,command-logging-and-monitoring,25,3293,e8345205
2026-02,connection-monitoring-and-pooling,35,1875,e8345205
2026-02,connection-string,8,1258,e8345205
2026-02,crud,189,19644,e8345205
2026-02,gridfs,8,1194,e8345205
2026-02,index-management,7,625,e8345205
2026-02,initial-dns-seedlist-discovery,53,511,e8345205
2026-02,load-balancers,8,1718,e8345205
2026-02,max-staleness,32,1007,e8345205
2026-02,mongodb-handshake,1,59,e8345205
2026-02,open-telemetry,22,2092,e8345205
2026-02,read-write-concern,8,842,e8345205
2026-02,retryable-reads,45,12397,e8345205
2026-02,retryable-writes,35,6470,e8345205
2026-02,run-command,2,710,e8345205
2026-02,server-discovery-and-monitoring,230,18478,e8345205
2026-02,server-selection,108,3005,e8345205
2026-02,sessions,7,1912,e8345205
2026-02,transactions,40,17215,e8345205
2026-02,transactions-convenient-api,10,2230,e8345205
2026-02,unified-test-format,318,7427,e8345205
2026-02,uri-options,11,1327,e8345205
2026-02,versioned-api,6,1170,e8345205
2026-03,auth,2,715,c3c82b62
2026-03,change-streams,9,4148,c3c82b62
2026-03,client-backpressure,4,4396,c3c82b62
2026-03,client-side-encryption,222,55813,c3c82b62
2026-03,client-side-operations-timeout,28,22174,c3c82b62
2026-03,collection-management,6,515,c3c82b62
2026-03,command-logging-and-monitoring,25,3293,c3c82b62
2026-03,connection-monitoring-and-pooling,35,1875,c3c82b62
2026-03,connection-string,8,1258,c3c82b62
2026-03,crud,189,19644,c3c82b62
2026-03,gridfs,8,1194,c3c82b62
2026-03,index-management,7,625,c3c82b62
2026-03,initial-dns-seedlist-discovery,53,511,c3c82b62
2026-03,load-balancers,8,1718,c3c82b62
2026-03,max-staleness,32,1007,c3c82b62
2026-03,mongodb-handshake,1,59,c3c82b62
2026-03,open-telemetry,22,2092,c3c82b62
2026-03,read-write-concern,8,842,c3c82b62
2026-03,retryable-reads,45,12397,c3c82b62
2026-03,retryable-writes,35,6470,c3c82b62
2026-03,run-command,2,710,c3c82b62
2026-03,server-discovery-and-monitoring,230,18478,c3c82b62
2026-03,server-selection,108,3005,c3c82b62
2026-03,sessions,7,1912,c3c82b62
2026-03,transactions,44,18100,c3c82b62
2026-03,transactions-convenient-api,10,2230,c3c82b62
2026-03,unified-test-format,320,7463,c3c82b62
2026-03,uri-options,12,1354,c3c82b62
2026-03,versioned-api,6,1170,c3c82b62
2026-04,auth,2,715,7039e699
2026-04,change-streams,9,4183,7039e699
2026-04,client-backpressure,4,3841,7039e699
2026-04,client-side-encryption,223,56061,7039e699
2026-04,client-side-operations-timeout,28,22174,7039e699
2026-04,collection-management,6,515,7039e699
2026-04,command-logging-and-monitoring,25,3293,7039e699
2026-04,connection-monitoring-and-pooling,35,1875,7039e699
2026-04,connection-string,8,1258,7039e699
2026-04,crud,189,19644,7039e699
2026-04,gridfs,8,1194,7039e699
2026-04,index-management,7,625,7039e699
2026-04,initial-dns-seedlist-discovery,53,511,7039e699
2026-04,load-balancers,8,1718,7039e699
2026-04,max-staleness,32,1007,7039e699
2026-04,mongodb-handshake,1,59,7039e699
2026-04,open-telemetry,22,2092,7039e699
2026-04,read-write-concern,8,842,7039e699
2026-04,retryable-reads,45,12397,7039e699
2026-04,retryable-writes,35,6470,7039e699
2026-04,run-command,2,710,7039e699
2026-04,server-discovery-and-monitoring,230,18478,7039e699
2026-04,server-selection,108,3005,7039e699
2026-04,sessions,7,1912,7039e699
2026-04,transactions,44,18076,7039e699
2026-04,transactions-convenient-api,10,2230,7039e699
2026-04,unified-test-format,320,7463,7039e699
2026-04,uri-options,12,1380,7039e699
2026-04,versioned-api,6,1170,7039e699
2026-05,auth,2,715,7039e699
2026-05,change-streams,9,4183,7039e699
2026-05,client-backpressure,4,3841,7039e699
2026-05,client-side-encryption,223,56061,7039e699
2026-05,client-side-operations-timeout,28,22174,7039e699
2026-05,collection-management,6,515,7039e699
2026-05,command-logging-and-monitoring,25,3293,7039e699
2026-05,connection-monitoring-and-pooling,35,1875,7039e699
2026-05,connection-string,8,1258,7039e699
2026-05,crud,189,19644,7039e699
2026-05,gridfs,8,1194,7039e699
2026-05,index-management,7,625,7039e699
2026-05,initial-dns-seedlist-discovery,53,511,7039e699
2026-05,load-balancers,8,1718,7039e699
2026-05,max-staleness,32,1007,7039e699
2026-05,mongodb-handshake,1,59,7039e699
2026-05,open-telemetry,22,2092,7039e699
2026-05,read-write-concern,8,842,7039e699
2026-05,retryable-reads,45,12397,7039e699
2026-05,retryable-writes,35,6470,7039e699
2026-05,run-command,2,710,7039e699
2026-05,server-discovery-and-monitoring,230,18478,7039e699
2026-05,server-selection,108,3005,7039e699
2026-05,sessions,7,1912,7039e699
2026-05,transactions,44,18076,7039e699
2026-05,transactions-convenient-api,10,2230,7039e699
2026-05,unified-test-format,320,7463,7039e699
2026-05,uri-options,12,1380,7039e699
2026-05,versioned-api,6,1170,7039e699
